Name,Age,Nationality,Overall,Potential,Club
D. Nasu,35,Japan,62,62,Urawa Red Diamonds
C. Kennedy,27,England,62,63,AFC Wimbledon
S. Karamoko,24,France,62,65,Paris FC
V. Slivka,22,Lithuania,62,68,Hibernian
C. Itten,19,Switzerland,62,76,FC Basel
F. Núñez,21,Argentina,62,73,Godoy Cruz
E. Maidana,29,Argentina,62,62,Incheon United FC
C. Stanko,23,United States,62,68,SC Freiburg
S. Macías,21,Colombia,62,73,Independiente Medellín
Leandro Pestanha,33,Brazil,62,62,Avaí Futebol Clube
R. Thellufsen,20,Denmark,62,74,Aalborg BK
A. Bala,20,Nigeria,62,72,SV Zulte-Waregem
E. Zelazny,25,France,62,66,ES Troyes AC
R. Shekari,19,Iran,62,79,Rubin Kazan
T. Hopper,23,England,62,70,Scunthorpe United
F. Kohls,22,Germany,62,70,Würzburger FV
Mena,19,Spain,62,76,Sevilla Atlético
Park Sun Yong,28,Korea Republic,62,62,Pohang Steelers
Jeon Hyeon Chul,26,Korea Republic,62,62,Daegu FC
M. Rose,34,England,62,62,Morecambe
J. White,30,England,62,62,Southend United
Domingos Quina,17,Portugal,62,82,West Ham United
M. Bundu,20,Sierra Leone,62,70,Aarhus GF
W. Sery,29,France,62,62,US Quevilly-Rouen
J. Ferretti,23,Italy,62,68,Ternana
O. Kittner,29,Germany,62,62,SC Preußen Münster
K. Chergui,24,France,62,68,La Berrichonne de Châteauroux
N. Ishihara,32,Japan,62,62,Vegalta Sendai
D. Ball,21,England,62,72,Aberdeen
Y. Tanaka,28,Japan,62,62,Hokkaido Consadole Sapporo
J. Betancur,25,Colombia,62,63,Envigado FC
D. Volkmer,21,Germany,62,70,Werder Bremen II
Galván,24,Spain,62,68,CD Tenerife
E. Segura,20,Colombia,62,77,Atlético Huila
M. Dolan,24,England,62,66,Newport County
Marco,22,Portugal,62,68,FC Paços de Ferreira
S. Goss,21,England,62,70,Queens Park Rangers
J. Duncan,24,Australia,62,68,Newcastle Jets
S. Ogura,31,Japan,62,62,Ventforet Kofu
G. Berterame,18,Argentina,62,80,San Lorenzo de Almagro
E. Seidou,25,France,62,67,US Orléans Loiret Football
F. Falcone,27,Argentina,62,62,CD Aves
A. Olliero,21,France,62,69,FC Nantes
C. Woodman,34,England,62,62,Exeter City
M. Besuschkow,20,Germany,62,74,Eintracht Frankfurt
M. Aidara,27,Senegal,62,63,Royal Excel Mouscron
L. Öhman,25,Sweden,62,65,AFC Eskilstuna
I. Bennacer,19,Algeria,62,74,Empoli
O. Käuper,20,Germany,62,73,Werder Bremen II
Lee Jin Hyung,29,Korea Republic,62,62,Incheon United FC
S. Payne,25,England,62,65,Shrewsbury
A. Al Dohaim,23,Saudi Arabia,62,69,Al Ittihad
A. Akkaynak,18,Germany,62,80,Bayer 04 Leverkusen
Rafael Broetto,26,Brazil,62,64,CS Marítimo
E. Kılınç,22,Turkey,62,73,Medicana Sivasspor
J. Dunleavy,25,Republic of Ireland,62,65,Cork City
R. Benson,25,Republic of Ireland,62,66,Dundalk
V. Gudiev,22,Russia,62,73,Terek Grozny
T. Miller,24,United States,62,70,Seattle Sounders FC
J. Lea Siliki,21,France,62,72,Stade Rennais FC
B. Karamoko,22,Ivory Coast,62,69,AS Saint-Étienne
S. Reddemann,21,Germany,62,75,SV Wehen Wiesbaden
N. Arnold,29,England,62,62,Lincoln City
M. Robinson,20,United States,62,74,Atlanta United FC
Y. Njie,23,Gambia,62,67,Boavista FC
Z. Randriambololona,23,Madagascar,62,67,Royal Antwerp FC
O. Beckles,25,England,62,67,Shrewsbury
K. Piedrahita,26,United States,62,66,La Equidad
C. Buonaiuto,24,Italy,62,66,Perugia
Z. Bakaev,21,Russia,62,73,Spartak Moscow
K. Kitagawa,20,Japan,62,69,Shimizu S-Pulse
Y. Songo'o,25,Cameroon,62,64,Plymouth Argyle
M. Hober,21,Germany,62,70,Sportfreunde Lotte
M. Van Oekel,30,United States,62,62,Real Salt Lake
S. Çiftpınar,24,Turkey,62,66,Evkur Yeni Malatyaspor
J. Matt,27,Jamaica,62,63,Grimsby Town
F. Fumu Tamuzo,22,France,62,71,AJ Auxerre
J. Yates,20,England,62,72,Rotherham United
L. González,26,Venezuela,62,64,FC Dallas
M. Kaffenberger,20,Germany,62,69,Werder Bremen II
Hwang Jae Won,36,Korea Republic,62,62,Daegu FC
F. Honorat,20,France,62,73,Clermont Foot 63
Pedro Díaz,19,Spain,62,72,Real Sporting de Gijón
C. Humphrey,29,Jamaica,62,62,Bury
Lee Hyo Gyun,29,Korea Republic,62,62,Incheon United FC
Rodrigo Vuarte,29,Brazil,62,62,Vitória 
M. Grösch,23,Germany,62,68,FC Carl Zeiss Jena
Miguel,17,Spain,62,72,Real Valladolid
R. Brunt,24,England,62,66,Exeter City
S. Ayala,21,Colombia,62,73,CD Los Millionarios Bogota
A. McEneff,21,Republic of Ireland,62,73,Derry City
E. Tercero,21,Mexico,62,75,Lobos de la BUAP
E. Apeh,20,Nigeria,62,76,Lorca Deportiva CF
T. Roberts,18,Wales,62,80,Walsall
G. Crociata,19,Italy,62,76,Crotone
A. Hopmark,25,Norway,62,67,Kristiansund BK
N. Glushkov,23,Russia,62,71,FC Ural
E. Mæland,28,Norway,62,62,FK Haugesund
M. Berrío,20,Colombia,62,76,Atlético Huila
M. Marcjanik,22,Poland,62,71,Arka Gdynia
M. Guendouzi,18,France,62,74,FC Lorient
L. Petry,24,Denmark,62,67,FC Nordsjælland
A. Hadenius,26,Sweden,62,65,IFK Norrköping
Sergi González,22,Spain,62,68,Atlético Madrid
N. Lavanchy,23,Switzerland,62,68,Grasshopper Club Zürich
E. İşcan,25,Turkey,62,66,Galatasaray SK
A. Salvi,29,Italy,62,62,Cittadella
M. Barreto,26,France,62,63,AJ Auxerre
O. Gaines,19,United States,62,79,SV Darmstadt 98
C. Routis,27,France,62,63,Ross County FC
E. Valencia,20,Colombia,62,76,Independiente Medellín
M. Boulahia,20,Algeria,62,75,Atlético Madrid
Marlinho,23,Brazil,62,70,Aalesunds FK
L. Stevenson,29,Scotland,62,62,Hibernian
Fran Serrano,22,Spain,62,70,Granada CF
Y. Hurtado,20,Colombia,62,72,Alianza Petrolera
K. Fujimoto,31,Japan,62,62,Cerezo Osaka
A. Al Dawsari,27,Saudi Arabia,62,63,Al Fateh
A. Al Sdairy,25,Saudi Arabia,62,66,Al Shabab
J. McNerney,27,England,62,63,Crawley Town
N. Fujita,30,Japan,62,62,Vissel Kobe
W. Louisy-Daniel,31,France,62,62,Bourg en Bresse Péronnas 01
M. Knoester,18,Netherlands,62,80,Feyenoord
A. Al Asmari,20,Saudi Arabia,62,72,Al Ahli
Y. Coulibaly,22,Burkina Faso,62,70,Le Havre AC
M. Al Dhaw,23,Sudan,62,67,Ohod Club
I. Kanu,17,England,62,72,Peterborough United
T. Schilk,25,Germany,62,64,Hallescher FC
J. Bolton,22,England,62,67,Shrewsbury
C. Duffus,21,England,62,72,Oldham Athletic
R. Kongolo,19,Netherlands,62,82,Doncaster Rovers
Mena,22,Spain,62,70,Córdoba CF
D. Imrie,33,Scotland,62,62,Hamilton Academical FC
S. Blancas,29,Mexico,62,62,Tigres FC
C. Humphreys-Grant,18,England,62,79,Manchester City
E. Baldini,20,Italy,62,73,Ascoli
A. Karadas,35,Norway,62,62,SK Brann
M. Butcher,20,England,62,76,Bournemouth
A. Paleari,24,Italy,62,68,Cittadella
Adrián,21,Spain,62,71,Deportivo Alavés
T. Verheydt,25,Netherlands,62,64,Crawley Town
B. Dudzic,28,Poland,62,62,Sandecja Nowy Sącz
G. Deegan,29,Republic of Ireland,62,62,Cambridge United
P. Puchegger,22,Austria,62,71,SK Sturm Graz
J. Putze,22,Germany,62,68,Sportfreunde Lotte
Aarón,21,Spain,62,68,Granada CF
E. Soleri,19,Italy,62,77,La Spezia
Dani Martín,18,Spain,62,73,Real Sporting de Gijón
L. Stoll,21,Germany,62,70,SC Preußen Münster
U. Hesse,29,Germany,62,62, SSV Jahn Regensburg
J. Quigley,20,Republic of Ireland,62,75,Newport County
D. Crnigoj,21,Slovenia,62,74,FC Lugano
A. Schlager,21,Austria,62,70,LASK Linz
S. Aasmundsen,27,Norway,62,63,Jönköpings Södra IF
B. Córdoba,24,Colombia,62,67,Deportes Tolima
F. Rogic,24,Sweden,62,67,Örebro SK
C. Ejuke,19,Nigeria,62,74,Vålerenga Fotball
M. Randall,27,England,62,62,Crawley Town
B. Kurz,20,Germany,62,69,Rot-Weiß Erfurt
B. Peacock-Farrell,20,England,62,75,Leeds United
A. Robinson,19,England,62,78,Bolton Wanderers
Q. Maceiras,21,Switzerland,62,76,FC Sion
K. Reynish,33,United States,62,62,Atlanta United FC
S. Ohawuchi,27,Nigeria,62,62,Al Qadisiyah
S. Al Shehri,23,Saudi Arabia,62,71,Al Raed
M. Rivadero,24,Argentina,62,67,Belgrano de Córdoba
W. Boyacá,27,Colombia,62,63,La Equidad
C. Connolly,19,England,62,77,Ipswich Town
J. Arctander Moe,21,Norway,62,72,Stabæk Fotball
F. Vietto,19,Argentina,62,79,Racing Club de Avellaneda
K. Shimura,21,Japan,62,71,Júbilo Iwata
S. Schimmer,23,Germany,62,69,SpVgg Unterhaching
R. Hedges,21,Wales,62,73,Barnsley
M. Rodák,20,Slovakia,62,74,Rotherham United
M. Festa,25,Italy,62,67,Crotone
A. Polidori,25,Italy,62,66,Vercelli
M. Ristl,20,Germany,62,72,FC Sochaux-Montbéliard
S. Al Najai,20,Saudi Arabia,62,76,Al Nassr
Josín,19,Spain,62,72,Real Oviedo
A. Hasegawa,28,Japan,62,62,Omiya Ardija
X. Schlager,19,Austria,62,79,FC Red Bull Salzburg
A. Al Barakah,26,Saudi Arabia,62,63,Al Fayha
W. Mudhaya,25,Saudi Arabia,62,65,Al Qadisiyah
L. Germoni,19,Italy,62,76,Parma
J. Chabot,19,Germany,62,72,Sparta Rotterdam
M. Pink,26,Austria,62,63,SV Mattersburg
M. Seck,21,Senegal,62,71,Empoli
A. Kellett,23,England,62,67,Chesterfield
N. Sakurauchi,27,Japan,62,62,Júbilo Iwata
D. Vente,18,Netherlands,62,78,Feyenoord
T. Efouba Ayissi,20,France,62,74,FC Metz
V. Oliver,25,England,62,65,Morecambe
O. Karlsson,20,Iceland,62,73,Molde FK
E. Käck,27,Sweden,62,62,Djurgårdens IF
V. Sierro,21,Switzerland,62,72,SC Freiburg
Y. Tamura,24,Japan,62,65,Urawa Red Diamonds
F. Arkenberg,21,Germany,62,72,Hannover 96
Sergi Álamo,19,Spain,62,75,Girona CF
K. Lankford,18,Germany,62,78,1. FC Heidenheim
M. Simon,31,Australia,62,62,Sydney FC
P. Magnín,27,Argentina,62,63,San Martín de San Juan
F. Barboza,20,Argentina,62,74,Argentinos Juniors
Lee Jin Hyun,19,Korea Republic,62,73,FK Austria Wien
U. Taffertshofer,25,Germany,62,67,SpVgg Unterhaching
N. De Medina,19,Belgium,62,74,Royal Excel Mouscron
F. Carvalho,23,Uruguay,62,69,Malmö FF
C. Ramírez,22,Argentina,62,71,Talleres de Cordoba
Fran Manzanera,20,Spain,62,72,Levante UD
F. Olsson,32,Sweden,62,62,Jönköpings Södra IF
D. Jarl,25,Sweden,62,65,IK Sirius
M. Diallo,26,Senegal,62,64,KAS Eupen
G. Cummins,29,Republic of Ireland,62,62,St. Johnstone FC
S. Muroya,23,Japan,62,70,F.C. Tokyo
Alberto López,22,Spain,62,68,Málaga CF
D. Sterling,17,England,62,82,Chelsea
L. Collins,28,England,62,62,Forest Green
J. Tveita,25,Norway,62,65,Sarpsborg 08 FF
Yang Sang Min,33,Korea Republic,62,62,Suwon Samsung Bluewings
S. Bywater,36,England,62,62,Burton Albion
G. Wüthrich,22,Switzerland,62,73,BSC Young Boys
S. Polat,20,Turkey,62,75,Atiker Konyaspor
A. Lassiter,22,Costa Rica,62,71,LA Galaxy
F. Gytkjær,24,Denmark,62,67,FK Haugesund
G. Arteaga,18,Mexico,62,72,Santos Laguna
K. Bielik,19,Poland,62,77,Arsenal
M. Nakkim,20,Norway,62,76,Vålerenga Fotball
P. Szymiński,23,Poland,62,68,Palermo
H. Wingo,21,United States,62,70,Seattle Sounders FC
A. Ildız,20,Austria,62,70,Kasimpaşa SK
N. Sessa,21,Germany,62,72,VfB Stuttgart
C. van Berkel,25,Netherlands,62,69,Sandefjord Fotball
D. Buchholz,32,Germany,62,62,Sportfreunde Lotte
Hyun Young Min,37,Korea Republic,62,62,Jeonnam Dragons
M. Johansson,23,Sweden,62,68,Halmstads BK
C. Gebauer,23,Austria,62,67,SCR Altach
G. Kasprzik,33,Poland,62,62,Górnik Zabrze
S. Al Sharif,25,Saudi Arabia,62,68,Al Raed
Nahuel,21,Spain,62,73,CD Tenerife
R. Tongyik,20,Australia,62,72,Melbourne City
J. Pierre-Charles,23,France,62,70,Valenciennes FC
T. Umebachi,25,Japan,62,66,Kashima Antlers
A. Mójta,31,Poland,62,62,Piast Gliwice
A. Díaz,28,Colombia,62,62,Atlético Bucaramanga
M. Muscat,32,Malta,62,62,Melbourne City
P. Tietz,19,Germany,61,72,Eintracht Braunschweig
E. Letlotlo,21,South Africa,61,68,Kaizer Chiefs
J. Estrada,19,Mexico,61,74,Club Atlas
B. Godfrey,19,England,61,75,Shrewsbury
J. Hiwula,22,England,61,70,Fleetwood Town
K. Garcia,26,United States,61,64,Houston Dynamo
Ramón,26,Brazil,61,62,SønderjyskE
B. Meredith,27,United States,61,63,Seattle Sounders FC
L. Zanon,20,Italy,61,71,Ternana
D. Okereke,19,Nigeria,61,73,La Spezia
G. Rasulo,20,England,61,74,Milton Keynes Dons
M. Hamzi,25,Saudi Arabia,61,63,Al Faisaly
D. Steininger,22,Germany,61,70,SpVgg Greuther Fürth
M. Ramsland,24,Norway,61,68,Sogndal
K. Jóźwiak,19,Poland,61,82,Lech Poznań
D. Geiger,19,Germany,61,76,TSG 1899 Hoffenheim
K. Abrahams,20,South Africa,61,70,Sint-Truidense VV
A. Madibo,20,Qatar,61,70,KAS Eupen
J. Teunckens,19,Belgium,61,74,Club Brugge KV
R. Torres,20,Mexico,61,75,Tigres U.A.N.L.
S. Román,22,Colombia,61,70,CD Once Caldas Manizales
W. Bracamonte,19,Argentina,61,73,Unión de Santa Fe
D. Lloyd,25,England,61,66,Peterborough United
M. Briggs,26,Guyana,61,63,Chesterfield
B. Barry,22,England,61,67,Chesterfield
Kim Jong Min,24,Korea Republic,61,65,Suwon Samsung Bluewings
E. Huth,20,Germany,61,73,Rot-Weiß Erfurt
Roni,23,Spain,61,68,Real Oviedo
X. Tomas,31,France,61,61,Hamilton Academical FC
Colinas,29,Spain,61,61,C.D. Leonesa S.A.D.
A. Dagriri,27,Saudi Arabia,61,61,Al Fayha
W. Sietsma,21,Netherlands,61,72,Milton Keynes Dons
A. Nicholls,29,England,61,61,Barnet
M. Prezioso,21,Italy,61,70,Carpi
E. Rodríguez,26,Argentina,61,63,Club Atlético Tigre
E. Cicerelli,22,Italy,61,69,Salernitana
N. Erlbeck,24,Germany,61,65,FC Carl Zeiss Jena
M. Malaeka,31,Saudi Arabia,61,61,Al Faisaly
T. Miller,27,England,61,62,Carlisle United
B. Walker,21,England,61,74,Crewe Alexandra
R. Curtis,21,Republic of Ireland,61,70,Derry City
L. Smith,21,England,61,69,Newcastle United
C. Køhler,21,Denmark,61,73,FC Helsingør
I. Al Zubaidi,27,Saudi Arabia,61,62,Al Taawoun
M. Khubrani,23,Saudi Arabia,61,64,Al Qadisiyah
H. Al Shuwaysh,28,Saudi Arabia,61,63,Al Raed
P. Itter,22,Germany,61,71,SC Paderborn 07
E. Dacaj,20,Germany,61,70,Eintracht Braunschweig
A. Morris,27,Wales,61,61,Gillingham
S. Pontisso,20,Italy,61,73,Udinese
D. Jarvis,19,England,61,78,Stoke City
S. Kiyine,19,Morocco,61,74,Salernitana
E. Eze,20,Nigeria,61,72,SK Sturm Graz
S. Jhingan,23,India,61,67,
A. Frizzell,19,Scotland,61,76,Kilmarnock
T. De Smet,19,Belgium,61,74,KAA Gent
E. Vignato,16,Italy,61,80,Chievo Verona
R. Singh,27,India,61,61,
N. Kikuchi,32,Japan,61,61,Hokkaido Consadole Sapporo
B. Kennedy,30,Australia,61,61,Central Coast Mariners
P. Steiring,20,Norway,61,72,Sogndal
S. Schreck,18,Germany,61,78,Bayer 04 Leverkusen
R. ten Hove,19,Netherlands,61,75,Feyenoord
F. Boló,23,Argentina,61,69,Atlético Huila
B. Wilson,24,England,61,67,Oldham Athletic
J. McGing,23,Australia,61,67,Central Coast Mariners
Y. Kazaev,25,Russia,61,64,FC Tosno
Raúl Vallejo,21,Spain,61,69,CD Numancia
S. Motegi,20,Japan,61,71,Vegalta Sendai
O. Turton,24,England,61,67,Blackpool
M. Roberts,33,England,61,61,Forest Green
F. Al Reshedi,26,Saudi Arabia,61,64,Al Raed
C. Harries,20,Wales,61,77,Swansea City
Pablo Vázquez,22,Spain,61,69,Granada CF
Julio Gracia,19,Spain,61,72,Real Betis Balompié
M. Heerkes,23,Netherlands,61,65,SV Meppen
A. Kalik,19,Australia,61,72,Sydney FC
A. Golec,27,Australia,61,61,Central Coast Mariners
J. Ruffels,23,England,61,69,Oxford United
J. Porsan-Clemente,19,France,61,71,Montpellier Hérault SC
J. Helmer,19,Netherlands,61,73,AZ Alkmaar
H. Adelakun,21,England,61,71,Scunthorpe United
P. Retre,24,Australia,61,63,Sydney FC
K. Huisman,22,Netherlands,61,67,Heracles Almelo
B. Williams,34,England,61,61,Blackpool
F. Flecker,21,Austria,61,71,Wolfsberger AC
S. Stolze,22,Germany,61,69, SSV Jahn Regensburg
R. Hardie,20,Scotland,61,78,Rangers
T. Matsuura,28,Japan,61,61,Júbilo Iwata
Lee Han Do,23,Korea Republic,61,70,GwangJu FC
H. Adıgüzel,17,Turkey,61,77,Akhisar Belediyespor
B. Manu,20,Germany,61,70,Hallescher FC
D. Pelivan,21,Germany,61,71,SG Sonnenhof Großaspach
M. Al Otaibi,25,Saudi Arabia,61,64,Al Batin
H. Wilson,20,Wales,61,79,Liverpool
Álex García,23,Spain,61,67,SD Huesca
T. Enomoto,34,Japan,61,61,Urawa Red Diamonds
J. Sagredo,23,Bolivia,61,70,
Juanpe Sánchez,21,Spain,61,69,Lorca Deportiva CF
F. Al Hajeri,25,Kuwait,61,65,Ettifaq FC
M. Ricci,23,Italy,61,69,Salernitana
C. Stokes,26,England,61,63,Coventry City
Moon Jeong In,19,Korea Republic,61,73,Ulsan Hyundai Horang-i
A. Björkebaum,29,Sweden,61,61,IK Sirius
P. Erhardt,23,Austria,61,67,SV Mattersburg
J. Abu Hanna,19,Germany,61,75,1. FC Kaiserslautern
A. Bernede,18,France,61,73,Paris Saint-Germain
P. Komolov,28,Russia,61,61,Amkar Perm
T. Vestenický,21,Slovakia,61,71,Cracovia
Lee Dong Su,23,Korea Republic,61,68,Jeju United FC
K. Baccus,25,Australia,61,61,Western Sydney Wanderers
K. Świderski,20,Poland,61,70,Jagiellonia Białystok
B. Kyere,22,Ghana,61,68,SC Fortuna Köln
G. Álvarez,25,Bolivia,61,64,
L. Goudiaby,20,Senegal,61,73,FC Metz
Kenny Rocha Santos,17,Cape Verde,61,76,AS Saint-Étienne
R. Gavtadze,21,Georgia,61,71,FC Ural
A. Montalto,29,Italy,61,61,Ternana
Z. Vyner,20,England,61,71,Bristol City
E. Ntim,21,Ghana,61,70,Valenciennes FC
S. Hyodo,31,Japan,61,61,Hokkaido Consadole Sapporo
S. Økland,24,Norway,61,68,Kristiansund BK
Elton Monteiro,23,Portugal,61,67,FC Lausanne-Sports
K. Howkins,21,England,61,73,Cambridge United
P. Silva Torrejón,20,Argentina,61,70,Bahía Blanca
D. Ceter,19,Colombia,61,78,Independiente Santa Fe
Lim Chan Wool,22,Korea Republic,61,68,Gangwon FC
A. Holm Jensen,28,Denmark,61,62,FC Helsingør
B. Galindo,18,Mexico,61,77,Guadalajara
J. Tell,20,France,61,70,Stade Rennais FC
C. Nielsen,23,Denmark,61,69,Odense Boldklub
E. Rueda,21,Argentina,61,69,Argentinos Juniors
C. Brunner,23,Switzerland,61,68,FC Zürich
A. Gilliead,21,England,61,75,Bradford City
R. Hepburn-Murphy,18,England,61,76,Aston Villa
F. Tomori,19,England,61,78,Hull City
U. Singh,21,India,61,74,
A. Maldonado,19,Argentina,61,75,Banfield
E. Demirović,19,Bosnia Herzegovina,61,75,Deportivo Alavés
M. Nelson,37,England,61,61,Barnet
S. Brunstad Fet,20,Norway,61,71,Aalesunds FK
J. Valencia,19,Colombia,61,76,Bologna
D. Niepsuj,21,Poland,61,69,Pogoń Szczecin
N. Roa,23,Colombia,61,70,Tigres FC
P. Ulvestad,26,Norway,61,62,Kristiansund BK
C. O'Malley,22,Republic of Ireland,61,71,Peterborough United
S. Karakoç,20,Turkey,61,76,Fenerbahçe SK
M. Peškovič,35,Slovakia,61,61,Cracovia
E. Coşkun,23,Turkey,61,69,Göztepe
G. Sağlam,19,Germany,61,77,VfL Bochum
Hong Seung Hyeon,20,Korea Republic,61,72,Daegu FC
C. Lasso,29,Colombia,61,61,Tigres FC
M. Gebers,31,Germany,61,61,SV Meppen
S. McDermott,24,Republic of Ireland,61,68,Kristiansund BK
N. Dorsch,19,Germany,61,78,FC Bayern Munich
L. Bengtsson,19,Sweden,61,73,Hammarby IF
M. Herrmann,20,Sweden,61,74,FC Helsingør
F. Benko,19,Germany,61,78,FC Bayern Munich
D. Mouchamps,21,Belgium,61,69,KAS Eupen
K. Yano,33,Japan,61,61,Albirex Niigata
T. Kadewere,21,Zimbabwe,61,69,Djurgårdens IF
G. Leo,22,Germany,61,69,Karlsruher SC
M. Nocciolini,28,Italy,61,61,Parma
V. Milke,22,Mexico,61,69,Querétaro
L. Mothiba,21,South Africa,61,70,Valenciennes FC
A. Al Ammar,23,Saudi Arabia,61,70,Al Fateh
A. Beghetto,22,Italy,61,67,Frosinone
C. Maloney,22,United States,61,65,Columbus Crew SC
C. Smith,24,Republic of Ireland,61,66,Yeovil Town
M. Hansson,27,Sweden,61,62,Djurgårdens IF
Antonio López,27,Spain,61,63,Lorca Deportiva CF
S. O'Donnell,25,Scotland,61,62,Kilmarnock
S. Edera,20,Italy,61,71,Torino
J. Brandrup,32,Denmark,61,61,Lyngby BK
A. Samsonov,23,Russia,61,69,Spartak Moscow
Luiz Felipe,20,Brazil,61,75,Lazio
L. Tankulic,26,Germany,61,64,Sportfreunde Lotte
E. Edwards Jr.,25,United States,61,67,Orlando City Soccer Club
A. de Freitas,23,France,61,67,Port Vale
M. Rüdiger,22,Germany,61,67,Rot-Weiß Erfurt
R. Edwards,23,Australia,61,69,Partick Thistle F.C.
J. Forster,23,Scotland,61,67,Cheltenham Town
K. Holt,24,Scotland,61,67,Dundee FC
F. Banega,20,Argentina,61,73,San Martín de San Juan
U. Jenssen,20,Norway,61,71,Tromsø IL
T. Casali,21,Austria,61,67,SV Mattersburg
M. Brown,40,England,61,61,Port Vale
T. Vlietinck,19,Belgium,61,75,Club Brugge KV
F. Beltrán,19,Mexico,61,76,Guadalajara
J. Lewis,20,United States,61,75,New York City Football Club
J. Rasmussen,20,Denmark,61,75,Rosenborg BK
T. Miyazaki,30,Japan,61,61,Júbilo Iwata
M. Bourabia,25,France,61,62,Atiker Konyaspor
R. Migone,21,Argentina,61,73,Club Atlético Patronato
K. Venegas,27,United States,61,61,Minnesota Thunder
P. Hamel,23,France,61,69,FC Lorient
S. Kopp,22,Germany,61,69, SSV Jahn Regensburg
P. Vincenti,30,England,61,61,Coventry City
I. Chaïbi,20,France,61,77,AS Monaco
M. Fritz,23,Germany,61,66,SC Fortuna Köln
T. Königsmann,20,Germany,61,73,SpVgg Greuther Fürth
B. Cufré,20,Argentina,61,75,Vélez Sarsfield
Rômulo,25,Brazil,61,65,Hammarby IF
M. O'Hara,21,Scotland,61,73,Dundee FC
J. Sinclair,20,England,61,72,Watford
Joo Hyeon Woo,26,Korea Republic,61,61,GwangJu FC
D. Traoré,25,Ivory Coast,61,64,Forest Green
C. Kenna,32,Republic of Ireland,61,61,Bray Wanderers
Campos,22,Spain,61,70,CD Numancia
A. Bengtsson,21,Sweden,61,67,Halmstads BK
W. Miller,21,England,61,71,Burton Albion
H. Jafry,25,Saudi Arabia,61,62,Al Fayha
S. Yokotani,30,Japan,61,61,Omiya Ardija
K. Al Anazi,32,Saudi Arabia,61,61,Al Batin
P. Da Silva,18,United States,61,78,Orlando City Soccer Club
G. Morris,33,England,61,61,Crawley Town
S. Jakubiak,24,Germany,61,66,Heracles Almelo
E. Beltramone,18,Argentina,61,81,Talleres de Cordoba
T. Dähne,23,Germany,61,70,HJK Helsinki
Oh Kwang Jin,30,Korea Republic,61,61,Daegu FC
T. Robinet,20,France,61,73,FC Sochaux-Montbéliard
Yeremi Valerón,20,Spain,61,72,UD Las Palmas
A. Bruhn,23,Denmark,61,67,Randers FC
M. De Almeida,21,Portugal,61,70,Tours FC
S. Demhasaj,21,Switzerland,61,71,FC Luzern
J. García,22,Mexico,61,70,Deportivo Toluca
T. Robinson,28,Jamaica,61,61,Southend United
D. Tchamba,18,Cameroon,61,77,RC Strasbourg
N. Pelaitay,24,Argentina,61,67,San Martín de San Juan
Song Chang Ho,31,Korea Republic,61,61,Jeonnam Dragons
J. Elsey,23,Australia,61,65,Adelaide United
D. Al Qarni,28,Saudi Arabia,61,61,Al Fayha
K. Zohi,20,Ivory Coast,61,71,RC Strasbourg
B. Powell,26,Australia,61,63,Central Coast Mariners
M. Pinato,22,Italy,61,66,F.B.C. Unione Venezia
D. Potts,23,England,61,66,Luton Town
J. Iglesias,28,Uruguay,61,61,Clermont Foot 63
T. Valls,21,France,61,66,Nîmes Olympique
M. Ramon,28,France,61,61,US Quevilly-Rouen
C. Báez,27,Paraguay,61,63,Godoy Cruz
E. Lyngdoh,30,India,61,61,
I. Protti,22,Argentina,61,66,Chacarita Juniors
D. Irandust,19,Sweden,61,75,BK Häcken
M. Okugawa,21,Japan,61,74,SV Mattersburg
F. Olivera,22,Uruguay,61,71,CD Tenerife
Y. Segawa,23,Japan,61,68,Omiya Ardija
J. Stacey,21,England,61,71,Luton Town
M. Suleymanov,17,Russia,61,79,FC Krasnodar
F. Lenci,33,Argentina,61,61,Argentinos Juniors
J. Stockley,23,England,61,68,Exeter City
T. Hovda,27,Norway,61,62,Sarpsborg 08 FF
Juan Moreno,20,Spain,61,70,Atlético Madrid
F. Sucsuz,21,Turkey,61,71,FC Carl Zeiss Jena
J. Kiassumbua,25,DR Congo,61,65,FC Lugano
R. Willmott,27,England,61,62,Newport County
T. Siwe,30,Sweden,61,61,Jönköpings Södra IF
V. De Marco,24,Argentina,61,68,Lech Poznań
O. Camara,24,France,61,62,US Orléans Loiret Football
Z. Erkilinc,19,Netherlands,61,75,Heracles Almelo
K. Etuhu,29,Nigeria,61,61,Carlisle United
Giovanni,18,Spain,61,77,CD Tenerife
B. Utvik,21,Norway,61,75,Sogndal
Juan Pérez,20,Spain,61,74,CA Osasuna
S. Ando,26,Japan,61,63,Kawasaki Frontale
J. Cranston,23,Wales,61,67,Cheltenham Town
C. Stefańczyk,33,Poland,61,61,Wisła Płock
L. De Bórtoli,28,Argentina,61,62,Temperley
S. Mladenovic,23,Norway,61,71,Odds BK
N. Kühn,17,Germany,61,83,RB Leipzig
J. Hessenthaler,23,England,61,63,Gillingham
